"0","1","83","Every single address explain","food","Audience research operation stay different down sit base though","237.08","true"
"1","1","78","Every single address explain","food","Man candidate government themselves term week possible theory let","315.82","true"
"2","1","76","Every single address explain","food","Account shake cultural state itself several president yard mission suggest site page town question religious herself bill impact ask floor","157.87","true"
"3","1","1","Every single address explain","food","Street perform drop recent prevent truth family along community whose player individual","351.42","true"
"4","1","90","Every single address explain","food","List TV subject product popular scientist any turn blue college receive","395.96","true"
"5","1","50","Every single address explain","food","Design increase color between skill admit reflect stage visit strategy speak well hit","119.89","true"
"6","2","20","Home create","tools","Traditional person administration reflect history talk system effect force research special night debate say professional within","16.31","true"
"7","2","26","Home create","tools","Position story sense painting at baby figure home officer son walk house sport get what Democrat support senior","397.22","true"
"8","2","98","Home create","tools","Attention natural next often discover hour building spend suggest","332.53","true"
"9","2","94","Home create","tools","Pick very southern thus he behind certainly policy smile kid","405.75","true"
"10","2","9","Home create","tools","Daughter country cut environment edge name down of perform something production shake","249.31","true"
"11","2","51","Home create","tools","Popular away war word if light alone represent development","319.69","true"
"12","2","86","Home create","tools","Red accept popular line stage democratic sing read reduce his science good major","423.10","true"
"13","2","35","Home create","tools","Smile they smile budget middle camera program one region","338.85","true"
"14","3","85","New article protect American case","beauty","Teacher member simple model off official authority when group security some after stuff her once success four into lay game","203.95","true"
"15","3","16","New article protect American case","beauty","Sign bad top road season course campaign power why main wall grow lawyer education seem yard foreign though","124.45","true"
"16","5","92","Play design","clothes","Commercial court hope foot offer suddenly consumer history toward station ability relate sea skill behind light wall","256.28","true"
"17","5","95","Play design","clothes","They garden through sport its tax force order discover exactly sense threat about staff style win purpose","70.20","true"
"18","7","85","Seat meet quality","food","Senior child image among production old herself concern teacher government pattern politics research too sell hear party sure","268.97","true"
"19","9","33","Employee size pretty admit","toys","Option ready trouble western car break early sort can election morning reflect school couple","158.26","true"
"20","9","38","Employee size pretty admit","toys","Mean power dog safe feeling out Mrs nearly way great a campaign source","340.11","true"
"21","9","29","Employee size pretty admit","toys","Environmental item majority police important add head learn expect forward huge add half","475.15","true"
"22","9","78","Employee size pretty admit","toys","Foot face pay customer development painting course else account listen tax from run manager cell away mind ok","352.25","true"
"23","9","26","Employee size pretty admit","toys","Food base sure beautiful study image education career control discussion whose although beyond important party","403.41","true"
"24","9","84","Employee size pretty admit","toys","At right together coach production professor past contain investment expert","408.49","true"
"25","9","86","Employee size pretty admit","toys","Main case attack break keep travel least watch whether operation necessary some color step account join three","333.21","true"
"26","9","94","Employee size pretty admit","toys","Rather many Mr something have mean once oil least floor everyone science send","420.78","true"
"27","12","43","Behavior travel kitchen carry","food","Law son ball call chair unit investment letter stop foreign indeed within example research professional sometimes still","368.94","true"
"28","12","60","Behavior travel kitchen carry","food","Nor your education century toward large over federal management","67.22","true"
"29","12","50","Behavior travel kitchen carry","food","Any eat also her cultural may explain move parent skin past","207.87","true"
"30","12","29","Behavior travel kitchen carry","food","Town town present budget particular ok something not better speech least","296.63","true"
"31","12","98","Behavior travel kitchen carry","food","Pass arm couple building animal change fund agreement relate decision certainly bill great too song","442.01","true"
"32","12","20","Behavior travel kitchen carry","food","Bad say event number local central billion past deep network control sound occur thousand fall challenge whether past couple degree","88.48","true"
"33","12","39","Behavior travel kitchen carry","food","Father despite child thing radio ago such begin body relationship next analysis indeed","123.15","true"
"34","15","50","Newspaper candidate","food","Lead even relationship article other image free green name list lay upon hard hundred country how down","157.01","true"
"35","15","83","Newspaper candidate","food","Investment necessary billion garden animal eye decide suggest become ever","325.68","true"
"36","15","54","Newspaper candidate","food","Sign back arrive financial wall beyond discussion stage another","88.66","true"
"37","15","48","Newspaper candidate","food","Question few old plan eight ahead stock hear worry box onto would behind may matter hope evening herself whatever across career","201.34","true"
"38","17","58","Money everything represent","electronic","Method wide scene upon wonder art station line despite late collection own mother clear sound role","12.63","true"
"39","17","48","Money everything represent","electronic","Course avoid condition despite south possible chance manage position water Democrat owner authority house never agent meet figure","281.70","true"
"40","17","90","Money everything represent","electronic","Brother on agency part weight conference service social protect style others response fly trouble Republican price game quite","308.47","true"
"41","17","86","Money everything represent","electronic","Whose daughter purpose allow half indicate present possible single successful would result candidate loss there treatment feeling","287.45","true"
"42","17","17","Money everything represent","electronic","Company already discussion service technology research from table lay white sign bed cover white common author hot role me","42.41","true"
"43","17","51","Money everything represent","electronic","Provide old clearly administration style control cost of part American conference","465.41","true"
"44","17","37","Money everything represent","electronic","Mention opportunity rock might senior require first street today hospital lead will with election serve sea","326.47","true"
"45","18","78","Fill analysis hope safe","beauty","Film media bed win goal thousand enjoy from tonight","475.74","true"
"46","18","26","Fill analysis hope safe","beauty","Bar avoid positive someone attorney off human eat guess black past middle forward foreign interesting hold level audience school back","225.76","true"
"47","18","17","Fill analysis hope safe","beauty","Radio something project boy some away production development always simply shake special current each certainly","380.27","true"
"48","18","39","Fill analysis hope safe","beauty","Crime son yes bad citizen break save society least tend society cold economy","331.79","true"
"49","18","20","Fill analysis hope safe","beauty","Name tell war conference around commercial price popular buy have couple environment citizen size","36.59","true"
"50","22","84","Letter fast yes ground everything","electronic","Role base down his that late baby social successful fight nearly play","431.75","true"
"51","23","48","Myself itself man off series","electronic","Little argue reason own rich business team audience long structure computer police return","119.64","true"
"52","23","90","Myself itself man off series","electronic","Bad important second computer cold event item explain should morning none instead","357.31","true"
"53","23","51","Myself itself man off series","electronic","Data money fall public in decade explain security light cost eat after","323.71","true"
"54","23","16","Myself itself man off series","electronic","Mrs investment event result along after somebody local reach whose result determine Republican he indeed few hand hear run available","434.46","true"
"55","23","99","Myself itself man off series","electronic","Mission way here year toward design certain clearly body whom reduce draw hospital account mean part agent wait like company","295.88","true"
"56","23","95","Myself itself man off series","electronic","After control these short environmental save goal task mention author risk million international he mind around kind","388.60","true"
"57","23","20","Myself itself man off series","electronic","Story the partner positive single produce almost chance recent civil analysis nothing site class class at former wife","242.72","true"
"58","24","45","Million themselves central stage","electronic","Soldier reason first marriage nation way may recent cover debate decade table visit","1.33","true"
"59","24","58","Million themselves central stage","electronic","Lose organization foreign pass culture sound media through western understand","141.13","true"
"60","24","48","Million themselves central stage","electronic","Remember account several thank college discover first high wind since floor east expect he","14.08","true"
"61","24","29","Million themselves central stage","electronic","Later doctor nothing chance community special popular do professor drive team into arm relate maybe whose","384.47","true"
"62","24","39","Million themselves central stage","electronic","Entire PM able partner across language lay area hot stand","280.48","true"
"63","24","78","Million themselves central stage","electronic","Break sort behavior director no him thought describe right person","497.09","true"
"64","25","9","Case especially class already herself","toys","Himself sign again season enjoy than occur occur travel beyond item debate","195.42","true"
"65","25","4","Case especially class already herself","toys","Involve well interest meet paper significant approach discover picture","108.02","true"
"66","25","79","Case especially class already herself","toys","Book wonder development peace early none many house often police resource season audience should","297.36","true"
"67","25","62","Case especially class already herself","toys","Successful pretty knowledge human feel they against song happen Congress friend green near item serve since unit","396.44","true"
"68","25","99","Case especially class already herself","toys","Control offer lot travel that set accept city mother last score however reach serve","33.66","true"
"69","26","93","Mr effect","food","Claim foreign risk key positive through yard hard stock fish road young collection reduce industry","218.14","true"
"70","26","33","Mr effect","food","Herself how interest oil word first himself idea behind street fish majority help pull think maintain camera","472.41","true"
"71","26","50","Mr effect","food","Today clearly occur scene stand shoulder avoid Congress list community theory save home sure","78.20","true"
"72","26","94","Mr effect","food","Clear born trial generation community ball of instead tonight","65.76","true"
"73","26","1","Mr effect","food","Party bit dinner join ahead church responsibility these star boy move skill effect might people recent family I","197.03","true"
"74","26","20","Mr effect","food","Seven might opportunity memory discussion responsibility life national or nothing analysis since response citizen","112.30","true"
"75","29","85","Floor employee drug type","food","Assume shake organization cost fire else feel fly season most air usually factor level","49.57","true"
"76","29","30","Floor employee drug type","food","Any cause computer throughout able how white visit stand mother get safe paper ready north maybe herself tend","31.79","true"
"77","29","29","Floor employee drug type","food","Physical once consider international look prevent management before agent ok see civil forward","397.59","true"
"78","29","5","Floor employee drug type","food","Campaign sit increase challenge since within five safe produce may race live near center your check","207.14","true"
"79","29","86","Floor employee drug type","food","Or activity agent matter mother seem medical goal tonight my surface institution half very table","456.55","true"
"80","29","47","Floor employee drug type","food","Risk value two technology get boy break present authority son","497.87","true"
"81","30","4","Travel soldier strong charge director","electronic","Might field meet all identify into type soldier director give two","120.63","true"
"82","30","16","Travel soldier strong charge director","electronic","Sign know laugh laugh administration main project now its begin hair drive difference experience get","172.07","true"
"83","30","2","Travel soldier strong charge director","electronic","Know contain economic enjoy sound quickly piece value education student line what professional peace seven full these","441.93","true"
"84","32","26","Yes find","electronic","Peace certainly condition main garden parent green listen field rise alone agent matter","111.70","true"
"85","36","17","Provide vote hotel check push","clothes","Case change style human western role modern stop blood listen poor","122.20","true"
"86","36","11","Provide vote hotel check push","clothes","Positive same amount hear scene study window activity born alone around","487.16","true"
"87","36","9","Provide vote hotel check push","clothes","I write up nice certainly such imagine also media college ability garden rather","169.87","true"
"88","36","93","Provide vote hotel check push","clothes","Same practice four stay would unit nearly miss door commercial how another not education down anyone in","29.49","true"
"89","36","48","Provide vote hotel check push","clothes","Imagine reveal after determine population power them authority attorney audience want bad continue","73.60","true"
"90","37","1","Deal dinner paper","clothes","Value effect pick mean born by easy finally contain list","107.91","true"
"91","37","80","Deal dinner paper","clothes","Now various keep various south certain news particularly system side development edge people figure cultural view together bar","355.93","true"
"92","37","51","Deal dinner paper","clothes","Yes security add service activity travel will way ground wait accept number brother necessary can moment remain","349.29","true"
"93","39","31","Similar training","beauty","Fear list she thing west growth important serve compare","103.66","true"
"94","39","25","Similar training","beauty","Manage company much both they join century old check tax relationship determine on","165.36","true"
"95","42","38","Stage hope action","tools","Short always how officer trouble measure value occur leg first senior significant again","169.98","true"
"96","42","33","Stage hope action","tools","Project two letter form character opportunity particular describe help true whether sense play system he","171.00","true"
"97","42","45","Stage hope action","tools","Always help watch oil himself study middle section nearly","123.30","true"
"98","42","62","Stage hope action","tools","Data budget party action less enough how important into begin morning enough tree behavior","434.54","true"
"99","44","36","Lead rock nation fall very","tools","Eat likely town unit find close weight family friend total find paper dinner hundred doctor body result attorney perform","40.22","true"
"100","45","54","Reduce energy animal still","electronic","Can this will right fight people open spend piece power be nor result best chair cut","125.26","true"
"101","45","38","Reduce energy animal still","electronic","Blood left deal particularly night positive young how industry become month at hospital thank what person put see age","453.63","true"
"102","45","58","Reduce energy animal still","electronic","This network on shoulder behavior purpose nor oil forget heart truth nothing feeling adult buy adult","135.72","true"
"103","45","2","Reduce energy animal still","electronic","Until buy seven west beyond toward plant support doctor above national experience soon tree work buy college next son","208.74","true"
"104","45","36","Reduce energy animal still","electronic","Impact agreement according mother protect pretty notice know star teach","398.02","true"
"105","45","98","Reduce energy animal still","electronic","Offer send fact economic never sort mind job this story room recognize present","315.42","true"
"106","46","24","Section reveal walk","tools","Amount difficult show TV defense ask action top identify close now","500.80","true"
"107","46","51","Section reveal walk","tools","Particularly computer bank anyone environmental couple fall order record type relate","322.02","true"
"108","47","78","Pull thing consider","beauty","Run somebody nor energy eye week clearly leave although nearly maintain evidence alone feeling","285.77","true"
