"0","50","false","1974-01-07 01:22:05","13784.62"
"1","99","false","1999-03-13 05:03:33","4139.01"
"2","20","false","1989-06-11 15:07:55","24531.78"
"3","90","false","1987-04-03 21:40:47","20325.40"
"4","79","false","1972-03-16 19:39:04","9386.71"
"5","4","false","2019-01-30 22:49:35","4053.07"
"6","65","false","2005-01-17 18:59:39","12040.39"
"7","12","false","2010-01-29 16:55:46","23947.66"
"8","2","false","1980-02-12 11:46:56","35716.30"
"9","54","false","1986-05-06 21:54:05","8718.53"
"10","36","false","1971-01-20 18:55:12","24612.05"
"11","1","false","1984-12-02 16:00:49","190.52"
"12","99","false","1990-10-31 08:21:47","10916.25"
"13","82","false","1981-12-17 06:47:56","21388.87"
"14","70","false","2014-12-22 08:25:32","9563.22"
"15","9","false","2012-04-14 02:00:12","7915.35"
"16","72","false","2006-08-14 14:44:25","17920.65"
"17","25","false","1981-06-30 16:46:21","22079.96"
"18","94","false","2023-04-11 04:41:24","3866.85"
"19","80","false","1990-01-05 00:40:54","17907.50"
"20","51","false","1971-12-09 10:11:42","9441.22"
"21","7","false","1982-07-31 19:52:04","22258.23"
"22","65","false","1987-01-28 15:27:39","3589.90"
"23","17","false","2019-02-19 20:29:29","11010.53"
"24","31","false","1989-11-20 11:41:34","13760.45"
"25","23","false","1988-12-05 00:25:47","35052.43"
"26","58","false","1993-09-05 23:23:28","16771.07"
"27","11","false","1983-04-01 03:22:33","34166.85"
"28","67","false","2006-03-13 06:50:34","4440.49"
"29","38","false","1985-11-28 17:06:55","21267.22"
"30","13","false","2016-08-21 13:42:09","6267.86"
"31","79","false","2006-03-27 12:44:13","1939.70"
"32","92","false","1981-08-20 17:41:35","8291.83"
"33","91","false","1976-10-02 16:20:07","5617.76"
"34","23","false","2022-05-27 16:15:25","14320.82"
"35","80","false","2003-12-08 04:24:29","2885.94"
"36","56","false","2012-10-30 08:15:38","546.72"
"37","39","false","2017-11-16 16:30:23","867.50"
"38","6","false","2018-09-30 03:50:53","22205.77"
"39","83","false","1999-08-18 12:29:43","14861.70"
"40","82","false","1971-04-12 20:25:14","17839.81"
"41","54","false","2006-04-21 19:21:23","1025.04"
"42","13","false","2006-09-09 00:10:21","16303.13"
"43","79","false","1990-06-27 17:44:34","10821.18"
"44","5","false","1982-08-31 00:33:02","21575.72"
"45","42","false","1972-01-22 13:50:05","9336.88"
"46","11","false","1997-05-26 23:28:45","6873.45"
"47","32","false","1972-08-18 18:06:10","19773.30"
"48","92","false","2023-01-28 05:51:44","6959.33"
"49","75","false","2012-10-15 20:28:18","27474.98"
"50","38","false","1972-02-20 15:58:43","5924.96"
"51","78","false","1976-04-11 12:09:19","3827.62"
"52","61","false","2013-09-27 22:43:12","6001.66"
"53","96","false","1998-05-20 05:49:45","21543.98"
"54","4","false","2010-03-08 01:31:25","5945.80"
"55","3","false","1981-09-25 02:41:06","3674.52"
"56","60","false","2014-01-11 23:44:16","1759.95"
"57","21","false","1977-07-09 23:39:10","29176.98"
"58","54","false","2020-05-22 07:38:46","31785.47"
"59","5","false","1985-03-19 03:02:59","2818.28"
"60","48","false","1989-10-18 07:26:55","8148.97"
"61","9","false","2001-10-31 05:53:14","4262.48"
"62","12","false","1984-09-16 14:18:01","21172.18"
"63","9","false","1979-03-24 16:49:53","5831.88"
"64","98","false","1994-08-25 20:00:54","13508.05"
"65","41","false","2005-09-19 21:54:04","16999.13"
"66","53","false","2021-07-04 10:45:21","23862.59"
"67","85","false","1999-05-15 17:46:35","13192.23"
"68","75","false","2023-03-19 00:16:59","24135.17"
"69","51","false","1996-09-27 12:30:34","4117.24"
"70","87","false","1991-07-07 23:15:43","12505.75"
"71","75","false","1996-10-23 04:41:26","19427.05"
"72","66","false","2016-11-17 21:10:03","19000.08"
"73","12","false","1997-04-13 19:15:00","11938.86"
"74","91","false","2013-09-26 15:57:23","12945.61"
"75","48","false","1982-09-25 17:26:50","15069.60"
"76","15","false","2006-07-16 20:54:07","21954.00"
"77","34","false","1976-06-23 10:06:55","10633.17"
"78","82","false","2003-09-30 09:17:09","11271.02"
"79","44","false","1997-01-28 17:10:51","27048.87"
"80","73","false","1976-11-25 08:17:00","17479.36"
"81","62","false","2018-01-25 11:54:46","13093.18"
"82","17","false","2013-11-03 07:05:12","13775.78"
"83","95","false","1970-11-10 00:04:47","18882.07"
"84","78","false","1998-02-05 03:58:31","17699.67"
"85","85","false","1974-10-09 02:36:34","10088.39"
"86","81","false","2017-11-05 07:43:53","26342.18"
"87","12","false","1996-10-27 00:35:43","18027.33"
"88","82","false","2013-03-25 17:21:47","3934.80"
"89","93","false","2014-09-30 16:56:04","26799.05"
"90","63","false","1981-02-13 06:21:26","26649.14"
"91","0","false","2009-12-25 13:28:38","844.38"
"92","50","false","1977-03-17 15:00:35","36661.00"
"93","83","false","2014-11-26 06:01:10","16858.41"
"94","4","false","2000-07-28 18:29:42","15592.12"
"95","36","false","2017-03-29 15:49:11","21065.59"
"96","2","false","1973-02-22 00:54:05","19170.41"
"97","82","false","1991-01-30 04:14:21","17404.28"
"98","35","false","1977-04-28 01:43:18","18788.88"
"99","48","false","2019-12-01 02:05:12","19083.31"
"100","60","false","1973-02-11 17:55:02","18267.71"
"101","76","false","2005-06-20 14:22:50","10507.31"
"102","61","false","1996-10-05 15:27:53","4004.82"
"103","16","false","1974-04-27 14:17:53","15475.36"
"104","77","false","2003-01-28 19:03:42","33228.21"
"105","53","false","1986-12-04 16:35:30","2057.39"
"106","7","false","1979-08-26 22:27:48","24304.57"
"107","80","false","1992-08-03 18:16:23","12934.51"
"108","45","false","1993-12-11 10:54:30","11262.56"
"109","59","false","1990-07-24 22:38:33","13400.70"
"110","13","false","1983-07-07 09:07:47","16350.33"
"111","76","false","1999-12-26 06:37:06","5437.62"
"112","87","false","2005-07-19 18:26:31","1655.00"
"113","32","false","1986-05-17 15:31:23","11139.66"
"114","34","false","1987-02-21 21:40:58","5132.75"
"115","62","false","2021-05-25 01:05:49","7646.59"
"116","69","false","1994-10-17 01:46:21","11793.93"
"117","41","false","2011-06-24 20:30:52","3011.65"
