"0","83","0","73"
"1","78","1","8"
"2","76","2","33"
"3","1","3","14"
"4","90","4","12"
"5","50","5","15"
"6","20","6","16"
"7","26","7","2"
"8","98","8","19"
"9","94","9","9"
"10","9","10","2"
"11","51","11","57"
"12","86","12","6"
"13","35","13","22"
"14","85","14","27"
"15","16","15","29"
"16","92","16","22"
"17","95","17","38"
"18","85","18","24"
"19","33","19","58"
"20","38","20","14"
"21","29","21","57"
"22","78","22","29"
"23","26","23","13"
"24","84","24","13"
"25","86","25","79"
"26","94","26","18"
"27","43","27","107"
"28","60","28","4"
"29","50","29","3"
"30","29","30","16"
"31","98","31","26"
"32","20","32","14"
"33","39","33","26"
"34","50","34","104"
"35","83","35","6"
"36","54","36","4"
"37","48","37","9"
"38","58","38","52"
"39","48","39","7"
"40","90","40","17"
"41","86","41","109"
"42","17","42","21"
"43","51","43","4"
"44","37","44","4"
"45","78","45","17"
"46","26","46","7"
"47","17","47","21"
"48","39","48","59"
"49","20","49","19"
"50","84","50","77"
"51","48","51","2"
"52","90","52","51"
"53","51","53","73"
"54","16","54","18"
"55","99","55","19"
"56","95","56","74"
"57","20","57","18"
"58","45","58","17"
"59","58","59","38"
"60","48","60","9"
"61","29","61","11"
"62","39","62","13"
"63","78","63","16"
"64","9","64","28"
"65","4","65","29"
"66","79","66","28"
"67","62","67","103"
"68","99","68","11"
"69","93","69","32"
"70","33","70","9"
"71","50","71","7"
"72","94","72","54"
"73","1","73","17"
"74","20","74","55"
"75","85","75","4"
"76","30","76","24"
"77","29","77","71"
"78","5","78","9"
"79","86","79","35"
"80","47","80","108"
"81","4","81","57"
"82","16","82","19"
"83","2","83","79"
"84","26","84","24"
"85","17","85","73"
"86","11","86","75"
"87","9","87","54"
"88","93","88","18"
"89","48","89","25"
"90","1","90","6"
"91","80","91","7"
"92","51","92","72"
"93","31","93","34"
"94","25","94","2"
"95","38","95","53"
"96","33","96","2"
"97","45","97","23"
"98","62","98","34"
"99","36","99","8"
"100","54","100","14"
"101","38","101","101"
"102","58","102","7"
"103","2","103","2"
"104","36","104","27"
"105","98","105","17"
"106","24","106","3"
"107","51","107","11"
"108","78","108","10"
"109","43","109","21"
"110","52","110","72"
"111","40","111","7"
"112","26","112","4"
"113","16","113","75"
"114","84","114","51"
"115","54","115","102"
"116","5","116","11"
"117","93","117","56"
"118","86","118","23"
"119","43","119","18"
"120","38","120","17"
"121","36","121","77"
"122","17","122","12"
"123","50","123","12"
"124","11","124","54"
"125","2","125","29"
"126","36","126","18"
"127","76","127","108"
"128","99","128","15"
"129","30","129","14"
"130","84","130","19"
"131","47","131","14"
"132","1","132","21"
"133","47","133","22"
"134","58","134","11"
"135","95","135","11"
"136","2","136","37"
"137","89","137","17"
"138","93","138","18"
"139","58","139","77"
"140","54","140","56"
"141","24","141","105"
"142","51","142","74"
"143","94","143","7"
"144","80","144","74"
"145","5","145","23"
"146","78","146","107"
"147","47","147","6"
"148","36","148","8"
"149","50","149","3"
"150","84","150","33"
"151","35","151","77"
"152","21","152","6"
"153","25","153","2"
"154","93","154","23"
"155","29","155","17"
"156","5","156","14"
"157","24","157","73"
"158","38","158","35"
"159","95","159","3"
"160","79","160","28"
"161","90","161","10"
"162","47","162","11"
"163","89","163","14"
"164","54","164","71"
"165","17","165","34"
"166","50","166","16"
"167","35","167","3"
"168","5","168","5"
"169","50","169","15"
"170","48","170","9"
"171","45","171","59"
"172","58","172","33"
"173","93","173","29"
"174","11","174","34"
"175","16","175","26"
"176","52","176","18"
"177","1","177","107"
"178","98","178","102"
"179","83","179","11"
"180","84","180","14"
"181","60","181","72"
"182","21","182","34"
"183","99","183","36"
"184","24","184","37"
"185","30","185","16"
"186","80","186","12"
"187","16","187","11"
"188","37","188","16"
"189","20","189","75"
"190","60","190","2"
"191","48","191","11"
"192","25","192","32"
"193","33","193","21"
"194","62","194","109"
"195","99","195","71"
"196","36","196","58"
"197","89","197","72"
"198","2","198","71"
"199","79","199","3"
"200","35","200","72"
"201","51","201","9"
"202","36","202","11"
"203","25","203","13"
"204","95","204","57"
"205","37","205","38"
"206","62","206","13"
"207","2","207","14"
"208","29","208","36"
"209","79","209","56"
"210","76","210","73"
"211","93","211","16"
"212","21","212","28"
"213","9","213","12"
"214","11","214","29"
"215","2","215","13"
"216","16","216","58"
"217","92","217","3"
"218","94","218","28"
"219","76","219","7"
"220","79","220","54"
"221","86","221","10"
"222","89","222","23"
"223","45","223","59"
"224","98","224","19"
"225","37","225","71"
"226","25","226","11"
"227","39","227","78"
"228","99","228","37"
"229","40","229","13"
"230","47","230","13"
"231","21","231","71"
"232","94","232","2"
"233","29","233","58"
"234","47","234","16"
"235","16","235","106"
"236","85","236","6"
"237","76","237","73"
"238","98","238","22"
"239","99","239","13"
"240","84","240","27"
"241","93","241","18"
"242","2","242","27"
"243","35","243","77"
"244","16","244","8"
"245","95","245","34"
"246","24","246","51"
"247","21","247","11"
"248","9","248","25"
"249","92","249","11"
"250","24","250","53"
"251","90","251","22"
"252","45","252","15"
"253","37","253","2"
"254","38","254","18"
"255","1","255","39"
"256","39","256","71"
"257","40","257","78"
"258","25","258","79"
"259","26","259","27"
"260","60","260","12"
"261","92","261","55"
"262","30","262","8"
"263","17","263","11"
"264","38","264","6"
"265","79","265","57"
"266","85","266","18"
"267","80","267","75"
"268","5","268","17"
"269","86","269","3"
"270","2","270","31"
"271","38","271","6"
"272","84","272","6"
"273","29","273","5"
"274","99","274","4"
"275","54","275","56"
"276","45","276","16"
"277","40","277","108"
"278","37","278","104"
"279","78","279","33"
"280","35","280","11"
"281","33","281","76"
"282","38","282","75"
"283","43","283","105"
"284","51","284","23"
"285","35","285","54"
"286","98","286","2"
"287","47","287","27"
"288","80","288","9"
"289","9","289","29"
"290","83","290","23"
"291","92","291","72"
"292","20","292","38"
"293","90","293","18"
"294","45","294","15"
"295","36","295","75"
"296","94","296","101"
"297","4","297","16"
"298","25","298","32"
"299","37","299","23"
"300","9","300","9"
"301","29","301","6"
"302","93","302","6"
"303","47","303","73"
"304","52","304","7"
"305","39","305","4"
"306","37","306","9"
"307","60","307","107"
"308","11","308","2"
"309","45","309","14"
"310","99","310","10"
"311","90","311","106"
"312","99","312","37"
"313","37","313","4"
"314","38","314","13"
"315","85","315","105"
"316","98","316","35"
"317","54","317","22"
"318","21","318","107"
"319","47","319","28"
"320","50","320","51"
"321","1","321","77"
"322","92","322","12"
"323","35","323","27"
"324","4","324","35"
"325","98","325","10"
"326","80","326","26"
"327","90","327","2"
"328","60","328","53"
"329","92","329","36"
"330","11","330","6"
"331","25","331","3"
"332","47","332","101"
"333","30","333","109"
"334","62","334","12"
"335","29","335","14"
"336","39","336","16"
"337","89","337","17"
"338","36","338","13"
"339","92","339","11"
"340","21","340","7"
"341","60","341","71"
"342","95","342","102"
"343","11","343","4"
"344","95","344","13"
"345","48","345","18"
"346","80","346","37"
"347","92","347","11"
"348","43","348","18"
"349","39","349","22"
"350","60","350","18"
"351","50","351","58"
"352","95","352","6"
"353","17","353","6"
"354","50","354","77"
"355","92","355","3"
"356","89","356","14"
"357","98","357","28"
"358","2","358","2"
"359","20","359","35"
"360","60","360","101"
"361","79","361","55"
"362","47","362","101"
"363","83","363","56"
"364","90","364","26"
"365","9","365","35"
"366","50","366","73"
"367","26","367","2"
"368","78","368","105"
"369","52","369","51"
"370","43","370","11"
"371","98","371","13"
"372","17","372","9"
"373","93","373","3"
"374","29","374","16"
"375","25","375","3"
"376","43","376","77"
"377","9","377","6"
"378","35","378","13"
"379","84","379","19"
"380","33","380","13"
"381","4","381","11"
"382","45","382","11"
"383","16","383","14"
"384","40","384","33"
"385","78","385","103"
"386","36","386","34"
"387","31","387","16"
"388","40","388","57"
"389","89","389","8"
"390","48","390","22"
"391","89","391","13"
"392","95","392","29"
"393","40","393","18"
"394","62","394","108"
"395","78","395","7"
"396","35","396","32"
"397","84","397","2"
"398","89","398","8"
"399","45","399","2"
"400","83","400","3"
"401","1","401","107"
"402","38","402","105"
"403","31","403","57"
"404","90","404","101"
"405","43","405","23"
"406","25","406","3"
"407","60","407","101"
"408","86","408","28"
"409","95","409","9"
"410","20","410","24"
"411","45","411","5"
"412","20","412","10"
"413","4","413","79"
"414","52","414","16"
"415","93","415","2"
"416","11","416","22"
"417","48","417","7"
"418","93","418","56"
"419","20","419","106"
"420","26","420","15"
"421","11","421","58"
"422","45","422","8"
"423","94","423","26"
"424","95","424","8"
"425","92","425","107"
"426","84","426","23"
"427","54","427","103"
"428","30","428","53"
"429","51","429","28"
"430","1","430","11"
"431","40","431","34"
"432","60","432","8"
"433","45","433","105"
"434","26","434","25"
"435","36","435","56"
"436","2","436","8"
"437","1","437","37"
"438","16","438","12"
"439","35","439","104"
"440","43","440","24"
"441","79","441","77"
"442","78","442","13"
"443","20","443","8"
"444","35","444","39"
"445","51","445","10"
"446","16","446","56"
"447","84","447","19"
"448","30","448","8"
"449","40","449","24"
"450","86","450","12"
"451","2","451","101"
"452","17","452","106"
"453","60","453","26"
"454","1","454","13"
"455","17","455","8"
"456","58","456","3"
"457","60","457","2"
"458","30","458","34"
"459","83","459","16"
"460","94","460","54"
"461","52","461","53"
"462","51","462","15"
"463","36","463","4"
"464","80","464","14"
"465","25","465","28"
"466","39","466","23"
"467","90","467","26"
"468","29","468","31"
"469","83","469","75"
"470","4","470","51"
"471","95","471","14"
"472","85","472","9"
"473","1","473","10"
"474","29","474","5"
"475","26","475","22"
"476","95","476","6"
"477","50","477","26"
"478","35","478","16"
"479","76","479","78"
"480","16","480","36"
"481","78","481","23"
"482","79","482","106"
"483","25","483","24"
"484","36","484","9"
"485","99","485","9"
"486","35","486","17"
"487","36","487","29"
"488","17","488","27"
"489","33","489","27"
"490","54","490","7"
"491","94","491","73"
"492","1","492","19"
"493","98","493","33"
"494","54","494","27"
"495","45","495","57"
"496","89","496","79"
"497","94","497","104"
"498","38","498","9"
"499","9","499","38"
"500","17","500","11"
"501","90","501","5"
"502","36","502","39"
"503","21","503","76"
"504","95","504","18"
"505","37","505","57"
"506","47","506","22"
"507","26","507","18"
"508","76","508","25"
"509","4","509","29"
"510","43","510","13"
"511","2","511","16"
"512","99","512","9"
"513","4","513","12"
"514","40","514","57"
"515","1","515","10"
"516","58","516","25"
"517","95","517","33"
"518","16","518","5"
"519","94","519","9"
"520","40","520","15"
"521","79","521","79"
